Filename,Q1,Q3,Lipid,Date,Sample_Name,Sample,Summed_Intensity,TIC_Time,TIC_RSD_Total,TIC_RSD_Window,TIC_RSD_WindowBest,TIC_RSD_TopGroupWindow,Summed_TIC
20250310_NIST_Splash_BUME_PE_r3.wiff.scan,856.68,715.68,PE(44:2),20250310,NIST_Splash_BUME_PE_r3-NIST1950_Splash_BUME,Sample,120,4.28003333333,27.289154865669442,"[18.429165801897067, 24.954267414457902, 24.554430676031274, 24.59839657725729, 24.59839657725729, 26.981171114981144, 26.3740836144382, 41.045490619046824, 34.780526716738684, 39.07281835096298, 40.646401830831195, 41.83135380681158, 41.738615982580285, 35.835049950339254, 24.257061516905864, 31.108217458022853, 29.338125203484296, 37.21962166778365, 36.641405439647, 37.06293290592586, 37.5788781131621, 34.180132097742785, 22.324865827191513, 22.324865827191513, 16.166051555023706, 16.62362297811677, 18.182905770926098, 17.09588499454054, 16.81643769336603, 23.85411810072336, 25.63487860399627, 25.63487860399627, 25.599306858921295, 25.599306858921295, 32.802904212910796, 32.274861218395145, 33.33247070291425, 34.984609864295855, 31.490739379485305, 33.18302787383299, 34.05072790434306, 29.777763972365275, 29.13902820951951, 21.621148175869536, 23.79088511821581, 21.641977847481147, 22.003313653958706, 21.64269468566603, 19.70377188508939, 24.727309643571683, 22.453398955475304, 21.162135367921874, 21.82062936960487, 21.28050658589377]",16.166051555023706,17.219011465645035,59200
20250310_NIST_Splash_BUME_PE_r3.wiff.scan,854.66,713.66,PE(44:3),20250310,NIST_Splash_BUME_PE_r3-NIST1950_Splash_BUME,Sample,200,4.28003333333,27.289154865669442,"[18.429165801897067, 24.954267414457902, 24.554430676031274, 24.59839657725729, 24.59839657725729, 26.981171114981144, 26.3740836144382, 41.045490619046824, 34.780526716738684, 39.07281835096298, 40.646401830831195, 41.83135380681158, 41.738615982580285, 35.835049950339254, 24.257061516905864, 31.108217458022853, 29.338125203484296, 37.21962166778365, 36.641405439647, 37.06293290592586, 37.5788781131621, 34.180132097742785, 22.324865827191513, 22.324865827191513, 16.166051555023706, 16.62362297811677, 18.182905770926098, 17.09588499454054, 16.81643769336603, 23.85411810072336, 25.63487860399627, 25.63487860399627, 25.599306858921295, 25.599306858921295, 32.802904212910796, 32.274861218395145, 33.33247070291425, 34.984609864295855, 31.490739379485305, 33.18302787383299, 34.05072790434306, 29.777763972365275, 29.13902820951951, 21.621148175869536, 23.79088511821581, 21.641977847481147, 22.003313653958706, 21.64269468566603, 19.70377188508939, 24.727309643571683, 22.453398955475304, 21.162135367921874, 21.82062936960487, 21.28050658589377]",16.166051555023706,17.219011465645035,59200
20250310_NIST_Splash_BUME_PE_r3.wiff.scan,852.65,711.65,PE(44:4),20250310,NIST_Splash_BUME_PE_r3-NIST1950_Splash_BUME,Sample,40,4.28003333333,27.289154865669442,"[18.429165801897067, 24.954267414457902, 24.554430676031274, 24.59839657725729, 24.59839657725729, 26.981171114981144, 26.3740836144382, 41.045490619046824, 34.780526716738684, 39.07281835096298, 40.646401830831195, 41.83135380681158, 41.738615982580285, 35.835049950339254, 24.257061516905864, 31.108217458022853, 29.338125203484296, 37.21962166778365, 36.641405439647, 37.06293290592586, 37.5788781131621, 34.180132097742785, 22.324865827191513, 22.324865827191513, 16.166051555023706, 16.62362297811677, 18.182905770926098, 17.09588499454054, 16.81643769336603, 23.85411810072336, 25.63487860399627, 25.63487860399627, 25.599306858921295, 25.599306858921295, 32.802904212910796, 32.274861218395145, 33.33247070291425, 34.984609864295855, 31.490739379485305, 33.18302787383299, 34.05072790434306, 29.777763972365275, 29.13902820951951, 21.621148175869536, 23.79088511821581, 21.641977847481147, 22.003313653958706, 21.64269468566603, 19.70377188508939, 24.727309643571683, 22.453398955475304, 21.162135367921874, 21.82062936960487, 21.28050658589377]",16.166051555023706,17.219011465645035,59200
20250310_NIST_Splash_BUME_PE_r3.wiff.scan,850.63,709.63,PE(44:5),20250310,NIST_Splash_BUME_PE_r3-NIST1950_Splash_BUME,Sample,200,4.28003333333,27.289154865669442,"[18.429165801897067, 24.954267414457902, 24.554430676031274, 24.59839657725729, 24.59839657725729, 26.981171114981144, 26.3740836144382, 41.045490619046824, 34.780526716738684, 39.07281835096298, 40.646401830831195, 41.83135380681158, 41.738615982580285, 35.835049950339254, 24.257061516905864, 31.108217458022853, 29.338125203484296, 37.21962166778365, 36.641405439647, 37.06293290592586, 37.5788781131621, 34.180132097742785, 22.324865827191513, 22.324865827191513, 16.166051555023706, 16.62362297811677, 18.182905770926098, 17.09588499454054, 16.81643769336603, 23.85411810072336, 25.63487860399627, 25.63487860399627, 25.599306858921295, 25.599306858921295, 32.802904212910796, 32.274861218395145, 33.33247070291425, 34.984609864295855, 31.490739379485305, 33.18302787383299, 34.05072790434306, 29.777763972365275, 29.13902820951951, 21.621148175869536, 23.79088511821581, 21.641977847481147, 22.003313653958706, 21.64269468566603, 19.70377188508939, 24.727309643571683, 22.453398955475304, 21.162135367921874, 21.82062936960487, 21.28050658589377]",16.166051555023706,17.219011465645035,59200
20250310_NIST_Splash_BUME_PE_r3.wiff.scan,848.62,707.62,PE(44:6),20250310,NIST_Splash_BUME_PE_r3-NIST1950_Splash_BUME,Sample,80,4.28003333333,27.289154865669442,"[18.429165801897067, 24.954267414457902, 24.554430676031274, 24.59839657725729, 24.59839657725729, 26.981171114981144, 26.3740836144382, 41.045490619046824, 34.780526716738684, 39.07281835096298, 40.646401830831195, 41.83135380681158, 41.738615982580285, 35.835049950339254, 24.257061516905864, 31.108217458022853, 29.338125203484296, 37.21962166778365, 36.641405439647, 37.06293290592586, 37.5788781131621, 34.180132097742785, 22.324865827191513, 22.324865827191513, 16.166051555023706, 16.62362297811677, 18.182905770926098, 17.09588499454054, 16.81643769336603, 23.85411810072336, 25.63487860399627, 25.63487860399627, 25.599306858921295, 25.599306858921295, 32.802904212910796, 32.274861218395145, 33.33247070291425, 34.984609864295855, 31.490739379485305, 33.18302787383299, 34.05072790434306, 29.777763972365275, 29.13902820951951, 21.621148175869536, 23.79088511821581, 21.641977847481147, 22.003313653958706, 21.64269468566603, 19.70377188508939, 24.727309643571683, 22.453398955475304, 21.162135367921874, 21.82062936960487, 21.28050658589377]",16.166051555023706,17.219011465645035,59200
20250310_NIST_Splash_BUME_PE_r3.wiff.scan,846.7,705.7,"""PE(44:7),PE(43:0)""",20250310,NIST_Splash_BUME_PE_r3-NIST1950_Splash_BUME,Sample,120,4.28003333333,27.289154865669442,"[18.429165801897067, 24.954267414457902, 24.554430676031274, 24.59839657725729, 24.59839657725729, 26.981171114981144, 26.3740836144382, 41.045490619046824, 34.780526716738684, 39.07281835096298, 40.646401830831195, 41.83135380681158, 41.738615982580285, 35.835049950339254, 24.257061516905864, 31.108217458022853, 29.338125203484296, 37.21962166778365, 36.641405439647, 37.06293290592586, 37.5788781131621, 34.180132097742785, 22.324865827191513, 22.324865827191513, 16.166051555023706, 16.62362297811677, 18.182905770926098, 17.09588499454054, 16.81643769336603, 23.85411810072336, 25.63487860399627, 25.63487860399627, 25.599306858921295, 25.599306858921295, 32.802904212910796, 32.274861218395145, 33.33247070291425, 34.984609864295855, 31.490739379485305, 33.18302787383299, 34.05072790434306, 29.777763972365275, 29.13902820951951, 21.621148175869536, 23.79088511821581, 21.641977847481147, 22.003313653958706, 21.64269468566603, 19.70377188508939, 24.727309643571683, 22.453398955475304, 21.162135367921874, 21.82062936960487, 21.28050658589377]",16.166051555023706,17.219011465645035,59200
20250310_NIST_Splash_BUME_PE_r3.wiff.scan,844.68,703.68,"""PE(44:8),PE(43:1)""",20250310,NIST_Splash_BUME_PE_r3-NIST1950_Splash_BUME,Sample,160,4.28003333333,27.289154865669442,"[18.429165801897067, 24.954267414457902, 24.554430676031274, 24.59839657725729, 24.59839657725729, 26.981171114981144, 26.3740836144382, 41.045490619046824, 34.780526716738684, 39.07281835096298, 40.646401830831195, 41.83135380681158, 41.738615982580285, 35.835049950339254, 24.257061516905864, 31.108217458022853, 29.338125203484296, 37.21962166778365, 36.641405439647, 37.06293290592586, 37.5788781131621, 34.180132097742785, 22.324865827191513, 22.324865827191513, 16.166051555023706, 16.62362297811677, 18.182905770926098, 17.09588499454054, 16.81643769336603, 23.85411810072336, 25.63487860399627, 25.63487860399627, 25.599306858921295, 25.599306858921295, 32.802904212910796, 32.274861218395145, 33.33247070291425, 34.984609864295855, 31.490739379485305, 33.18302787383299, 34.05072790434306, 29.777763972365275, 29.13902820951951, 21.621148175869536, 23.79088511821581, 21.641977847481147, 22.003313653958706, 21.64269468566603, 19.70377188508939, 24.727309643571683, 22.453398955475304, 21.162135367921874, 21.82062936960487, 21.28050658589377]",16.166051555023706,17.219011465645035,59200
20250310_NIST_Splash_BUME_PE_r3.wiff.scan,886.73,745.73,PE(46:1),20250310,NIST_Splash_BUME_PE_r3-NIST1950_Splash_BUME,Sample,80,4.28003333333,27.289154865669442,"[18.429165801897067, 24.954267414457902, 24.554430676031274, 24.59839657725729, 24.59839657725729, 26.981171114981144, 26.3740836144382, 41.045490619046824, 34.780526716738684, 39.07281835096298, 40.646401830831195, 41.83135380681158, 41.738615982580285, 35.835049950339254, 24.257061516905864, 31.108217458022853, 29.338125203484296, 37.21962166778365, 36.641405439647, 37.06293290592586, 37.5788781131621, 34.180132097742785, 22.324865827191513, 22.324865827191513, 16.166051555023706, 16.62362297811677, 18.182905770926098, 17.09588499454054, 16.81643769336603, 23.85411810072336, 25.63487860399627, 25.63487860399627, 25.599306858921295, 25.599306858921295, 32.802904212910796, 32.274861218395145, 33.33247070291425, 34.984609864295855, 31.490739379485305, 33.18302787383299, 34.05072790434306, 29.777763972365275, 29.13902820951951, 21.621148175869536, 23.79088511821581, 21.641977847481147, 22.003313653958706, 21.64269468566603, 19.70377188508939, 24.727309643571683, 22.453398955475304, 21.162135367921874, 21.82062936960487, 21.28050658589377]",16.166051555023706,17.219011465645035,59200
20250310_NIST_Splash_BUME_PE_r3.wiff.scan,964.77,823.77,PE(52:4),20250310,NIST_Splash_BUME_PE_r3-NIST1950_Splash_BUME,Sample,320,4.28003333333,27.289154865669442,"[18.429165801897067, 24.954267414457902, 24.554430676031274, 24.59839657725729, 24.59839657725729, 26.981171114981144, 26.3740836144382, 41.045490619046824, 34.780526716738684, 39.07281835096298, 40.646401830831195, 41.83135380681158, 41.738615982580285, 35.835049950339254, 24.257061516905864, 31.108217458022853, 29.338125203484296, 37.21962166778365, 36.641405439647, 37.06293290592586, 37.5788781131621, 34.180132097742785, 22.324865827191513, 22.324865827191513, 16.166051555023706, 16.62362297811677, 18.182905770926098, 17.09588499454054, 16.81643769336603, 23.85411810072336, 25.63487860399627, 25.63487860399627, 25.599306858921295, 25.599306858921295, 32.802904212910796, 32.274861218395145, 33.33247070291425, 34.984609864295855, 31.490739379485305, 33.18302787383299, 34.05072790434306, 29.777763972365275, 29.13902820951951, 21.621148175869536, 23.79088511821581, 21.641977847481147, 22.003313653958706, 21.64269468566603, 19.70377188508939, 24.727309643571683, 22.453398955475304, 21.162135367921874, 21.82062936960487, 21.28050658589377]",16.166051555023706,17.219011465645035,59200
20250310_NIST_Splash_BUME_PE_r3.wiff.scan,730.58,589.58,"""PE(dO-38:9),PE(35:2),PE(O-36:2),PE(P-36:1)""",20250310,NIST_Splash_BUME_PE_r3-NIST1950_Splash_BUME,Sample,160,4.28003333333,27.289154865669442,"[18.429165801897067, 24.954267414457902, 24.554430676031274, 24.59839657725729, 24.59839657725729, 26.981171114981144, 26.3740836144382, 41.045490619046824, 34.780526716738684, 39.07281835096298, 40.646401830831195, 41.83135380681158, 41.738615982580285, 35.835049950339254, 24.257061516905864, 31.108217458022853, 29.338125203484296, 37.21962166778365, 36.641405439647, 37.06293290592586, 37.5788781131621, 34.180132097742785, 22.324865827191513, 22.324865827191513, 16.166051555023706, 16.62362297811677, 18.182905770926098, 17.09588499454054, 16.81643769336603, 23.85411810072336, 25.63487860399627, 25.63487860399627, 25.599306858921295, 25.599306858921295, 32.802904212910796, 32.274861218395145, 33.33247070291425, 34.984609864295855, 31.490739379485305, 33.18302787383299, 34.05072790434306, 29.777763972365275, 29.13902820951951, 21.621148175869536, 23.79088511821581, 21.641977847481147, 22.003313653958706, 21.64269468566603, 19.70377188508939, 24.727309643571683, 22.453398955475304, 21.162135367921874, 21.82062936960487, 21.28050658589377]",16.166051555023706,17.219011465645035,59200
20250310_NIST_Splash_BUME_PE_r3.wiff.scan,746.61,605.61,"""PE(O-38:8),PE(36:1),PE(O-37:1),PE(P-37:0)""",20250310,NIST_Splash_BUME_PE_r3-NIST1950_Splash_BUME,Sample,160,4.28003333333,27.289154865669442,"[18.429165801897067, 24.954267414457902, 24.554430676031274, 24.59839657725729, 24.59839657725729, 26.981171114981144, 26.3740836144382, 41.045490619046824, 34.780526716738684, 39.07281835096298, 40.646401830831195, 41.83135380681158, 41.738615982580285, 35.835049950339254, 24.257061516905864, 31.108217458022853, 29.338125203484296, 37.21962166778365, 36.641405439647, 37.06293290592586, 37.5788781131621, 34.180132097742785, 22.324865827191513, 22.324865827191513, 16.166051555023706, 16.62362297811677, 18.182905770926098, 17.09588499454054, 16.81643769336603, 23.85411810072336, 25.63487860399627, 25.63487860399627, 25.599306858921295, 25.599306858921295, 32.802904212910796, 32.274861218395145, 33.33247070291425, 34.984609864295855, 31.490739379485305, 33.18302787383299, 34.05072790434306, 29.777763972365275, 29.13902820951951, 21.621148175869536, 23.79088511821581, 21.641977847481147, 22.003313653958706, 21.64269468566603, 19.70377188508939, 24.727309643571683, 22.453398955475304, 21.162135367921874, 21.82062936960487, 21.28050658589377]",16.166051555023706,17.219011465645035,59200
20250310_NIST_Splash_BUME_PE_r3.wiff.scan,744.59,603.59,"""PE(O-38:9),PE(36:2),PE(O-37:2),PE(P-37:1)""",20250310,NIST_Splash_BUME_PE_r3-NIST1950_Splash_BUME,Sample,360,4.28003333333,27.289154865669442,"[18.429165801897067, 24.954267414457902, 24.554430676031274, 24.59839657725729, 24.59839657725729, 26.981171114981144, 26.3740836144382, 41.045490619046824, 34.780526716738684, 39.07281835096298, 40.646401830831195, 41.83135380681158, 41.738615982580285, 35.835049950339254, 24.257061516905864, 31.108217458022853, 29.338125203484296, 37.21962166778365, 36.641405439647, 37.06293290592586, 37.5788781131621, 34.180132097742785, 22.324865827191513, 22.324865827191513, 16.166051555023706, 16.62362297811677, 18.182905770926098, 17.09588499454054, 16.81643769336603, 23.85411810072336, 25.63487860399627, 25.63487860399627, 25.599306858921295, 25.599306858921295, 32.802904212910796, 32.274861218395145, 33.33247070291425, 34.984609864295855, 31.490739379485305, 33.18302787383299, 34.05072790434306, 29.777763972365275, 29.13902820951951, 21.621148175869536, 23.79088511821581, 21.641977847481147, 22.003313653958706, 21.64269468566603, 19.70377188508939, 24.727309643571683, 22.453398955475304, 21.162135367921874, 21.82062936960487, 21.28050658589377]",16.166051555023706,17.219011465645035,59200
20250310_NIST_Splash_BUME_PE_r3.wiff.scan,772.62,631.62,"""PE(O-40:9),PE(38:2),PE(P-39:1)""",20250310,NIST_Splash_BUME_PE_r3-NIST1950_Splash_BUME,Sample,120,4.28003333333,27.289154865669442,"[18.429165801897067, 24.954267414457902, 24.554430676031274, 24.59839657725729, 24.59839657725729, 26.981171114981144, 26.3740836144382, 41.045490619046824, 34.780526716738684, 39.07281835096298, 40.646401830831195, 41.83135380681158, 41.738615982580285, 35.835049950339254, 24.257061516905864, 31.108217458022853, 29.338125203484296, 37.21962166778365, 36.641405439647, 37.06293290592586, 37.5788781131621, 34.180132097742785, 22.324865827191513, 22.324865827191513, 16.166051555023706, 16.62362297811677, 18.182905770926098, 17.09588499454054, 16.81643769336603, 23.85411810072336, 25.63487860399627, 25.63487860399627, 25.599306858921295, 25.599306858921295, 32.802904212910796, 32.274861218395145, 33.33247070291425, 34.984609864295855, 31.490739379485305, 33.18302787383299, 34.05072790434306, 29.777763972365275, 29.13902820951951, 21.621148175869536, 23.79088511821581, 21.641977847481147, 22.003313653958706, 21.64269468566603, 19.70377188508939, 24.727309643571683, 22.453398955475304, 21.162135367921874, 21.82062936960487, 21.28050658589377]",16.166051555023706,17.219011465645035,59200
20250310_NIST_Splash_BUME_PE_r3.wiff.scan,636.5,495.5,"""PE28:0,PE(O-29:0)""",20250310,NIST_Splash_BUME_PE_r3-NIST1950_Splash_BUME,Sample,120,4.28003333333,27.289154865669442,"[18.429165801897067, 24.954267414457902, 24.554430676031274, 24.59839657725729, 24.59839657725729, 26.981171114981144, 26.3740836144382, 41.045490619046824, 34.780526716738684, 39.07281835096298, 40.646401830831195, 41.83135380681158, 41.738615982580285, 35.835049950339254, 24.257061516905864, 31.108217458022853, 29.338125203484296, 37.21962166778365, 36.641405439647, 37.06293290592586, 37.5788781131621, 34.180132097742785, 22.324865827191513, 22.324865827191513, 16.166051555023706, 16.62362297811677, 18.182905770926098, 17.09588499454054, 16.81643769336603, 23.85411810072336, 25.63487860399627, 25.63487860399627, 25.599306858921295, 25.599306858921295, 32.802904212910796, 32.274861218395145, 33.33247070291425, 34.984609864295855, 31.490739379485305, 33.18302787383299, 34.05072790434306, 29.777763972365275, 29.13902820951951, 21.621148175869536, 23.79088511821581, 21.641977847481147, 22.003313653958706, 21.64269468566603, 19.70377188508939, 24.727309643571683, 22.453398955475304, 21.162135367921874, 21.82062936960487, 21.28050658589377]",16.166051555023706,17.219011465645035,59200
